,<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
354,2014.10.13,0.7488,0.75225,0.74695,0.74741,56754,0,1
355,2014.10.14,0.74741,0.75201,0.74641,0.74767,57204,0,1
356,2014.10.15,0.74765,0.75313,0.74573,0.75001,87633,0,1
357,2014.10.16,0.75003,0.75289,0.7431,0.74885,86938,0,1
358,2014.10.17,0.74887,0.75205,0.74643,0.74874,51781,0,1
359,2014.10.20,0.75065,0.7531,0.74924,0.75081,45026,0,20
360,2014.10.21,0.7508,0.75837,0.75013,0.75638,56926,0,20
361,2014.10.22,0.75641,0.75842,0.74905,0.74905,53698,0,20
362,2014.10.23,0.74905,0.75077,0.74317,0.74642,55060,0,17
363,2014.10.24,0.7464,0.74875,0.74402,0.74515,36448,0,17
364,2014.10.27,0.74716,0.75,0.74636,0.74879,38928,0,1
365,2014.10.28,0.74882,0.75193,0.74856,0.75038,41719,0,1
366,2014.10.29,0.75038,0.75335,0.74134,0.74421,54303,0,21
367,2014.10.30,0.74422,0.75108,0.74379,0.74879,61205,0,20
368,2014.10.31,0.74882,0.75565,0.74824,0.74949,70896,0,21
369,2014.11.03,0.74932,0.75188,0.74368,0.74499,63737,0,21
370,2014.11.04,0.74504,0.75226,0.74461,0.74991,63681,0,21
371,2014.11.05,0.74989,0.75096,0.73942,0.74103,74156,0,20
372,2014.11.06,0.74106,0.74957,0.73996,0.74848,77401,0,6
373,2014.11.07,0.74845,0.75051,0.74518,0.74869,66574,0,20
374,2014.11.10,0.74956,0.75327,0.74933,0.75055,49387,0,20
375,2014.11.11,0.75053,0.75506,0.74766,0.75427,57786,0,10
376,2014.11.12,0.75427,0.76218,0.75397,0.76008,67943,0,20
377,2014.11.13,0.76008,0.76427,0.75726,0.75805,54733,0,6
378,2014.11.14,0.75804,0.76118,0.75674,0.75812,59007,0,2
379,2014.11.17,0.76188,0.76594,0.76057,0.76528,58929,0,7
380,2014.11.18,0.76535,0.76591,0.75678,0.75737,39902,0,3
381,2014.11.19,0.75738,0.75739,0.74932,0.75041,36319,0,3
382,2014.11.20,0.75049,0.75463,0.74852,0.75293,53182,0,21
383,2014.11.21,0.7529,0.76851,0.75278,0.76354,45027,0,11
384,2014.11.24,0.76654,0.76801,0.75893,0.75979,32880,0,11
385,2014.11.25,0.75977,0.76058,0.75129,0.75436,46103,0,3
386,2014.11.26,0.75425,0.75813,0.75241,0.75618,46619,0,10
387,2014.11.27,0.76069,0.76124,0.75538,0.75792,21197,0,14
388,2014.11.28,0.75797,0.7592,0.75451,0.75755,42738,0,21
389,2014.12.01,0.75414,0.76122,0.75232,0.75836,48772,0,18
390,2014.12.02,0.75836,0.76116,0.75558,0.75814,38194,0,9
391,2014.12.03,0.75812,0.76077,0.75483,0.75735,37194,0,12
392,2014.12.04,0.75728,0.75875,0.75238,0.75503,50984,0,21
393,2014.12.05,0.75503,0.75701,0.75223,0.7535,33738,0,7
394,2014.12.08,0.75063,0.75163,0.746,0.74661,60146,0,54
395,2014.12.09,0.74662,0.74925,0.74318,0.74588,76490,0,62
396,2014.12.10,0.7459,0.75718,0.74153,0.75321,50865,0,3
397,2014.12.11,0.75321,0.75886,0.75158,0.7546,77455,0,7
398,2014.12.12,0.75473,0.75654,0.74781,0.74911,60194,0,5
399,2014.12.15,0.7474,0.75122,0.74593,0.74725,37771,0,3
400,2014.12.16,0.74716,0.75098,0.74408,0.74754,79816,0,3
401,2014.12.17,0.74747,0.75321,0.7427,0.74904,67497,0,5
402,2014.12.18,0.74902,0.76208,0.7476,0.76201,73765,0,3
403,2014.12.19,0.762,0.76468,0.76041,0.76219,82073,0,4
404,2014.12.22,0.76237,0.76237,0.75865,0.75993,139529,80448350000,15
405,2014.12.23,0.75993,0.76344,0.75914,0.76148,151198,86967300000,21
406,2014.12.24,0.76144,0.76326,0.75977,0.76192,82258,49612200000,21
407,2014.12.26,0.76214,0.76666,0.76193,0.76593,55215,21701500000,16
408,2014.12.29,0.76547,0.77107,0.76464,0.76979,126021,61747000000,10
409,2014.12.30,0.76979,0.7757,0.76942,0.77409,136101,71499500000,9
410,2014.12.31,0.77409,0.77663,0.77362,0.77448,81197,39557650000,20
411,2015.01.02,0.77349,0.77445,0.76852,0.76951,39923,0,62
412,2015.01.05,0.77017,0.77666,0.76564,0.77432,65956,0,62
413,2015.01.06,0.77431,0.78571,0.77308,0.78266,73630,0,62
414,2015.01.07,0.78265,0.78944,0.78207,0.7879,70911,0,62
415,2015.01.08,0.78791,0.79682,0.78732,0.7947,61746,0,62
416,2015.01.09,0.79471,0.79755,0.79098,0.79321,62872,0,62
417,2015.01.12,0.79327,0.79609,0.78688,0.78799,60627,0,62
418,2015.01.13,0.788,0.79008,0.78634,0.78883,71611,0,62
419,2015.01.14,0.78882,0.79099,0.78285,0.78533,82129,0,62
420,2015.01.15,0.78531,0.79079,0.56064,0.66841,101145,0,62
421,2015.01.16,0.66853,0.68984,0.65661,0.66726,92209,0,62
422,2015.01.19,0.66844,0.68458,0.66615,0.68249,91273,0,7
423,2015.01.20,0.68248,0.68362,0.66576,0.66835,89142,0,7
424,2015.01.21,0.6684,0.6719,0.64796,0.65105,101133,0,7
425,2015.01.22,0.65098,0.65888,0.64461,0.65348,103060,0,9
426,2015.01.23,0.65377,0.65751,0.65005,0.65215,75037,0,11
427,2015.01.26,0.65267,0.67074,0.65007,0.66959,33951,0,77
428,2015.01.27,0.66966,0.68203,0.66389,0.66934,37805,0,74
429,2015.01.28,0.66939,0.67782,0.66115,0.66353,38093,0,68
430,2015.01.29,0.66371,0.67211,0.66242,0.6706,36803,0,69
431,2015.01.30,0.67054,0.67526,0.66427,0.6666,36785,0,51
432,2015.02.02,0.66838,0.67868,0.66728,0.67621,31240,0,69
433,2015.02.03,0.67618,0.68312,0.66404,0.67773,39873,0,82
434,2015.02.04,0.67773,0.68898,0.67522,0.68047,73196,0,46
435,2015.02.05,0.68046,0.68666,0.67852,0.68213,86671,0,81
436,2015.02.06,0.68214,0.6862,0.67738,0.68132,57882,0,105
437,2015.02.09,0.68012,0.68713,0.67855,0.68349,68717,0,68
438,2015.02.10,0.68347,0.68672,0.68197,0.68672,77731,0,69
439,2015.02.11,0.68668,0.68866,0.68108,0.68418,67661,0,88
440,2015.02.12,0.68405,0.69317,0.6789,0.69054,79110,0,71
441,2015.02.13,0.69054,0.69582,0.68809,0.69378,59699,0,97
442,2015.02.16,0.69593,0.70074,0.69539,0.698,77893,0,104
443,2015.02.17,0.6979,0.70681,0.69739,0.70509,81665,0,75
444,2015.02.18,0.70509,0.71227,0.70172,0.71027,79166,0,82
445,2015.02.19,0.71027,0.71447,0.70594,0.71322,76504,0,55
446,2015.02.20,0.71321,0.71891,0.7043,0.70513,74218,0,36
447,2015.02.23,0.70747,0.71626,0.70565,0.71549,82746,0,55
448,2015.02.24,0.71547,0.71608,0.7054,0.71013,87510,0,62
449,2015.02.25,0.71016,0.71815,0.70995,0.71759,80568,0,49
450,2015.02.26,0.71757,0.72137,0.71545,0.71736,85676,0,64
451,2015.02.27,0.71733,0.72151,0.71454,0.72078,77911,0,94
452,2015.03.02,0.71928,0.72064,0.71673,0.71884,67286,0,16
453,2015.03.03,0.71884,0.72653,0.71792,0.7259,72671,0,47
454,2015.03.04,0.7259,0.73246,0.72459,0.73059,78384,0,48
455,2015.03.05,0.73059,0.73181,0.7228,0.72866,71369,0,41
456,2015.03.06,0.72866,0.73148,0.72299,0.72524,71023,0,83
457,2015.03.09,0.72436,0.7266,0.72184,0.72404,59840,0,58
458,2015.03.10,0.72393,0.72738,0.71812,0.72713,91381,0,34
459,2015.03.11,0.72714,0.73809,0.7221,0.73642,79296,0,54
460,2015.03.12,0.73645,0.74403,0.73539,0.74214,85950,0,62
461,2015.03.13,0.74209,0.74257,0.73492,0.73554,67562,0,6
462,2015.03.16,0.73635,0.74441,0.73625,0.74342,63742,0,14
463,2015.03.17,0.74346,0.74578,0.73375,0.73542,49692,0,8
464,2015.03.18,0.73539,0.73803,0.72552,0.73583,63746,0,1
465,2015.03.19,0.7358,0.74058,0.72926,0.73497,91557,0,20
466,2015.03.20,0.73499,0.73908,0.73081,0.73655,60126,0,106
467,2015.03.23,0.73928,0.74822,0.73492,0.73875,65391,0,25
468,2015.03.24,0.73873,0.7408,0.72754,0.73108,59864,0,122
469,2015.03.25,0.73114,0.73497,0.72633,0.72744,54725,0,121
470,2015.03.26,0.72727,0.7324,0.72482,0.73016,65345,0,28
471,2015.03.27,0.73016,0.73239,0.72222,0.72688,65918,0,26
472,2015.03.30,0.72558,0.72777,0.72239,0.72378,65288,0,105
473,2015.03.31,0.72374,0.72845,0.72337,0.72392,50507,0,124
